id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
rec3YdzN1C2urAChP,2025-04-06T14:59:47.000Z,Other,Driver Behaviour (Car),Driver turning across bike lane hit cyclist - minor injuries.,Collision,53.28237793475574,-9.04917221609415,2023-04-06T14:57,Minor injuries,Infrastructure
rec3ZjSJwJ7WW9z4V,2024-04-14T13:53:52.000Z,Victim,Infrastructure,School entry lacks signage or safe crossing on busy road - needs traffic warden at least,Near Miss,53.32171835405251,-6.277838394013202,2024-04-12T08:30,No injuries,Infrastructure
rec3aZZ1oYmAyeFaL,2024-03-04T21:30:31.000Z,Witness,Driver Behaviour (Car),"A taxi driver turned left while a cyclist was on their inside, a 'left hook' incident.",Near Miss,51.89834543129885,-8.475546130086599,2024-03-01T20:30,No injuries,Infrastructure
rec3ftMRkQzILIShH,2024-11-03T11:51:18.000Z,Victim,Driver Behaviour (Car),"Car pulled into parking spot without looking or indicating, colliding with cyclist and knocking them off their bike",Collision,53.386035733122355,-6.3754002292832865,2024-10-24T17:00,No injuries,Infrastructure
rec3eP9UwaPGaEaQ7,2025-03-20T10:03:07.000Z,Victim,Driver Behaviour (Car),A driver saw me cycling further out to force cars to overtake in next lane and got insulted. Passed me about 5cm away at 60km/h,Near Miss,53.28271921160672,-9.044937798143053,2025-03-19T18:20,No injuries,Infrastructure
rec3SlSFE0EHbOf9e,2025-06-07T14:43:35.000Z,Victim,Infrastructure,"No traffic lights for pedestrians,  car had green lights for right turn. Didn't know when to cross, nearly got ran over",Near Miss,53.267279574924316,-9.061802657792782,2025-04-07T14:41,No injuries,Infrastructure
rec3ielccGTY3aASR,2024-03-30T07:46:28.000Z,Other,Infrastructure,Pedestrian hit by bus.,Collision,53.34986755764049,-6.251086586205304,2023-08-31T23:30,Fatality,Infrastructure
rec3g8VTqQdPF6B0A,2024-05-14T18:52:23.000Z,Witness,Driver Behaviour (Car),Car rolled forward while at red light and almost hit cyclist,Near Miss,53.34705351277074,-6.258702303479652,2024-05-14T18:10,No injuries,Driver Behaviour (Car)
rec3lNv0jB4MReR2u,2024-10-21T10:18:52.000Z,Witness,Infrastructure,Councillor said crossing “urgently needed” as existing arrangement presented “a real threat”. Council installed new crossing in wrong place.,Hazard,53.25743913102599,-9.090786372177263,2024-10-18T17:00,No injuries,Unknown
rec3n2RpUhrygLtrt,2024-05-21T15:51:59.000Z,Victim,Driver Behaviour (Car),Car pulled out blocking the cycle lane and stopped to try get position in traffic. Caused cyclist to break hard to avoid collision. ,Near Miss,53.3431596079204,-6.3078851275708985,2024-05-15T15:45,No injuries,Infrastructure
rec3oiQ4XyQTRLgll,2024-03-06T22:21:00.000Z,Victim,Driver Behaviour (Car),Vehicles using narrow steet as rat run to avoid main route. Car pulled out of junction to turn right through cycle lane without looking,Near Miss,51.897370376399635,-8.481132093593487,2024-03-06T08:20,No injuries,Infrastructure
rec3qfZ3EZt7hLFYW,2024-03-23T16:20:04.000Z,Victim,Driver Behaviour (Car),"BMW driver almost t-bones me while on the cycle lane. Swerved to avoid, They were no paying attention to those using the cycle lane",Near Miss,51.89747498189374,-8.467981834031889,2024-03-23T13:50,No injuries,Infrastructure
rec3sUCra3owo2guz,2025-11-22T17:20:47.000Z,Victim,Driver Behaviour (Car),"Cycling with my son on back of bike, heading towards Johnstown Road intersection. A car overtook another car at excessive speed, near miss, ",Near Miss,53.2715813132161,-6.1442515277271355,2025-11-22T16:25,Minor injuries,Infrastructure
rec3t2FLBOVKbL5G5,2024-11-15T14:39:08.000Z,Victim,Infrastructure,My front wheel got stuck in the Luas track and I fell. ,Collision,53.34776882159724,-6.259471066325887,2024-11-14T17:37,No injuries,Infrastructure
rec3vywHRCFk4YzAr,2024-05-21T21:18:40.000Z,Other,Cyclist Behaviour,"Cyclist, illegally overtaking vehicles, crossing solid white line, struck a pedestrian with such force that they caused a near fatal jury. ",Collision,51.896382341423674,-8.47331133277828,2024-03-12T10:15,Serious injuries,Infrastructure
rec40mglZHMqXWBjG,2025-04-30T06:15:29.000Z,Victim,Infrastructure,Car overtook me in cycle lane then turned left without indicating.,Collision,53.341614519805574,-6.270003112180717,2025-04-16T09:00,Minor injuries,Infrastructure
rec41irNMMGkBSyUG,2024-02-28T09:31:46.000Z,Victim,Infrastructure,"A large truck moved in from the right into the turning lane after the bike lane ended, totally unaware I was there.",Near Miss,51.89568507006385,-8.563297601654085,2024-02-21T07:30,No injuries,Driver Behaviour (Other Heavy Vehicle)
rec47Fo1AUGZ1gxgO,2024-02-29T07:22:03.000Z,Victim,Driver Behaviour (Car),"30kmph speed limit road that is rarely adhered to, straight but narrow road with new smooth surfacing attracts speeding cars. Very dangerous",Hazard,53.32715900756426,-6.222547525268453,2024-02-29,No injuries,Infrastructure
rec4BJGCkEicwaG7j,2024-12-19T15:36:21.000Z,Victim,Cyclist Behaviour,"There’s a cycle traffic light at this junction 
Light was red for bikes 
Light green for car to turn left 
Cyclist went through red light ",Near Miss,53.30360988206644,-6.20861118867424,2024-12-18T17:32,No injuries,Infrastructure
rec4BgznpxBSs3iKP,2024-02-29T21:45:27.000Z,Victim,Infrastructure,Frequent near misses here as the road is too narrow for cars to pass cylists when there is oncoming traffic but many drivers take a chance.,Near Miss,53.37760544402062,-6.241413497990948,2024-02-08T09:00,No injuries,Driver Behaviour (Car)
rec4B7NsnBnoXTDin,2025-05-14T08:57:25.000Z,Victim,Driver Behaviour (Car),A car turning into the retail park from the east slowed to allow pedestrians to use the zebra crossing and a car drove thru from the west,Near Miss,53.29119560248205,-8.986996870015219,2025-05-08T13:30,No injuries,Infrastructure
rec4C24bocezWpkev,2025-05-20T21:12:23.000Z,Victim,Infrastructure,Advisory: to all pls be cautious of horses. There have been collisions involving horses and cars . Just slow down be mindful in dark.,Near Miss,53.32719443345775,-9.02090384953624,2023-07-20T20:08,No injuries,Infrastructure
rec4E7SAhFWgehIQT,2024-05-13T10:28:15.000Z,Witness,Driver Behaviour (Car),A car was observed doing a turnaround and driving the wrong way on a one way street.,Near Miss,53.29141289012216,-6.134892148738118,2024-05-11T17:30,No injuries,Infrastructure
rec4DuoEddg4ySfT3,2024-03-07T12:11:24.000Z,Other,Unknown,Collision between HGV and cyclist- Dr Olivia Potterton,Collision,53.34683208350347,-6.259226629250406,2001-06-27T16:45,Fatality,Unknown
rec4Em6t9zyXzmc73,2025-06-09T14:20:13.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Van pulled in onto the footpath to park, did not indicate or check mirrors and did not see cyclist coming inside stopped traffic.",Near Miss,53.38396609796902,-6.248399429823195,2025-02-04T16:50,No injuries,Infrastructure
rec4EfR2TT07BAn7n,2025-03-19T17:03:12.000Z,Victim,Driver Behaviour (Car),A significant proportion of cars driving east on Adelaide Rd do not yield for cyclists coming from Earlsfort Terrace.,Hazard,53.3327447329151,-6.258851819296524,2025-03-16T13:30,No injuries,Infrastructure
rec4F6bujyBxMPAbi,2025-05-20T21:21:55.000Z,Victim,Infrastructure,Cutting in traffic cheaters,Near Miss,53.282415899463444,-9.049801426634986,2025-05-20,No injuries,Infrastructure
rec4FFAbcR1yjDHec,2024-11-13T10:22:55.000Z,Victim,Driver Behaviour (Car),Cars parked on path on double yellow lines both sides of the road every day at school start and finish. ,Near Miss,53.276106816195494,-9.016991015770031,2024-11-13T08:30,No injuries,Infrastructure
rec4HTe1VGgItrLo6,2024-03-06T16:23:56.000Z,Other,Unknown,Collision with truck,Collision,53.35755528168664,-6.2639463357755005,2019-04-24T21:25,Serious injuries,Infrastructure
rec4HkdfbdgGXTFZq,2024-10-16T11:37:28.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Van turns left, refusing to give way to cyclists continuing straight. Attempted to cut off cyclists number of times and blocked cycle lane. ",Near Miss,53.329497500523956,-6.275548701438737,2024-10-14T16:30,No injuries,Infrastructure
rec4GAB3jJWwOJvhM,2024-02-28T11:00:00.000Z,Victim,Infrastructure,Cyclist repeatedly break the red lights here due to confusing cycle lights.,Near Miss,53.330437898562536,-6.284064023226506,2024-02-28,No injuries,Infrastructure
rec4KD2VMVoRUFHq9,2025-05-22T09:52:38.000Z,Victim,Infrastructure,Overtaking van and trailer,Near Miss,53.29182234561222,-9.039040980757704,2025-05-20T17:50,No injuries,Driver Behaviour (Other Heavy Vehicle)
rec4OaeX4HxdNlauA,2024-04-05T09:48:22.000Z,Victim,Infrastructure,Cyclists waiting at Christchurch junction (travelling towards Trinity College). Get in the way of cyclists going towards the river from St Patricks,Hazard,53.342973229375616,-6.271857762635591,2024-04-05,No injuries,Infrastructure
rec4M4iPiPRBQ7M32,2024-03-15T13:22:59.000Z,Victim,Infrastructure,"Cars parked all the way along the prom, meaning that people on bikes are cycling between parked cars and moving traffic. High dooring risk",Hazard,53.25791456671908,-9.085220483773213,2024-03-15T09:30,No injuries,Other
rec4PnelF5DBgZiHe,2024-09-24T07:46:15.000Z,Victim,Driver Behaviour (Bus),A bus drove up behind me and braked suddenly. This has been reported to AGS using the online reporting tool.,Near Miss,52.26086636384153,-7.105776015595865,2024-07-29T17:15,No injuries,Infrastructure
rec4P9PYDMvaHnjdE,2024-08-02T10:42:47.000Z,Other,Driver Behaviour (Other Heavy Vehicle),Cyclist was turning right onto rathborne road and white van should have given priority to cyclist but instead drove into the bike,Collision,53.376650544224646,-6.333086549347712,2024-08-01T09:00,Minor injuries,Infrastructure
rec4RpydUUP7lUcmW,2024-02-28T18:00:16.000Z,Victim,Driver Behaviour (Car),Passenger opened car door and knocked me off. They were in a stationary vehicle in traffic jam. ,Collision,53.34292951256995,-6.292345574607083,2022-03-02T17:57,Minor injuries,Infrastructure
rec4RDSS293xyDExn,2024-03-16T14:16:33.000Z,Witness,Driver Behaviour (Car),Car turning & ignoring cyclist with right of way coming straight on,Collision,51.89884576951124,-8.442957741244072,2024-03-13T14:13,Minor injuries,Infrastructure
rec4TSCnHfKEzE4vP,2024-02-28T22:33:42.000Z,Victim,Infrastructure,Bike lane disappears and you end up on a left turning lane with car drivers at high speed. ,Hazard,51.900596593588205,-8.475354048849312,2024-02-28,No injuries,Infrastructure
rec4UXnjiPnOqM38k,2025-06-13T21:24:49.000Z,Victim,Driver Behaviour (Car),"Driver pulled out of car park abruptly and at high speed when I was cycling by (from East Gate towards campus, having right of way) ",Near Miss,52.67150483416748,-8.564972101493737,2023-11-14T19:35,No injuries,Infrastructure
rec4UZEZMEblLzYXF,2024-05-02T09:43:34.000Z,Victim,Driver Behaviour (Car),Motorist entering roundabout from Ballbybane failed to yield and nearly hit me,Near Miss,53.27721956853887,-9.008235076377503,2024-05-02T09:15,No injuries,Infrastructure
rec4Unfb9AFIBOsWD,2024-03-30T17:14:36.000Z,Witness,Driver Behaviour (Other Heavy Vehicle),Large White Van almost permanently parked nose in blocking the cycle lane opposite the entrance to Aldi.,Hazard,53.27688019107893,-6.140080892785733,2024-03-30T16:37,No injuries,Infrastructure
rec4VYumJ5HBzxqU9,2024-08-08T07:49:27.000Z,Other,Infrastructure,Newly laid bike lane is very poorly done. Not fit for purpose.,Hazard,53.30719816908328,-6.283754456041606,2024-08-01T18:45,No injuries,Infrastructure
rec4alCmFTNffAY1c,2025-08-28T18:47:35.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Van parked in way bike lane forcing people out into oncoming traffic.,Hazard,53.342020455406356,-6.315636094738494,2025-08-28T17:55,No injuries,Infrastructure
rec4XMZWnqeN3rhTF,2024-10-18T16:16:17.000Z,Victim,Driver Behaviour (Car),Car turning left cut across me on cycle lane. No indicators used. Had to brake hard to avoid collision. ,Near Miss,53.28239527774326,-9.049199293005017,2024-10-16T07:55,No injuries,Infrastructure
rec4ZpEJeH4R8bgCH,2024-03-01T10:14:46.000Z,Victim,Driver Behaviour (Car),"I was hit by a car on the roundabout, having come down past CBC school then was hit as I went to exit onto Carrickbrennan Rd and thrown 15ft",Collision,53.289352948781385,-6.1511212653630025,2019-01-25T08:00,Serious injuries,Infrastructure
rec4Z56e2EI5gWXPV,2024-02-26T13:55:24.000Z,Victim,Infrastructure,Fell off the bike when the front wheel got stuck in the Luas tracks.,Hazard,53.3519868341624,-6.262798499446234,2019-03-26T21:00,Minor injuries,Infrastructure
rec4aZpjkNTUDJb7O,2024-06-04T13:14:40.000Z,Victim,Infrastructure,"Taxi driver attempted to move into slip lane, across straight cycle lane, as I was in the 'kill zone'. Honked at me when I didn't yield.",Near Miss,53.28238993249309,-9.049248823507668,2024-06-04T09:11,No injuries,Driver Behaviour (Car)
rec4gCHuNI7Qf1b2f,2024-02-28T16:17:38.000Z,Victim,Driver Behaviour (Car),Close pass by someone rushing over the tracks.,Near Miss,53.321312725948474,-6.211234133521373,2024-02-14T08:18,No injuries,Infrastructure
rec4h6b5J3yYZMiOI,2024-03-10T15:12:17.000Z,Victim,Driver Behaviour (Car),Taxi drivers speed along bus lane south bound and dangerously overtake cyclists,Hazard,53.32876321723069,-6.276096264428929,2024-03-05T18:05,No injuries,Infrastructure
rec4kjAmWcl39tq9r,2024-08-14T08:21:50.000Z,Victim,Driver Behaviour (Car),"Almost hit by car turning left that didn't check mirrors, had to yell to get driver attention/avoid collision.",Near Miss,53.275226404493424,-9.076993983878936,2024-08-14T08:56,No injuries,Infrastructure
rec4lCm4SRjtZ7UTh,2024-09-03T07:51:39.000Z,Witness,Infrastructure,Lack of bicycle infrastructure resulting in a child cycling to school to dismount and move their bicycle onto pavement. ,Hazard,53.32856355778139,-6.246886199035316,2024-09-03T08:35,No injuries,Cyclist Behaviour
rec4lPAfiKQfk3dyp,2024-02-29T07:23:48.000Z,Other,Infrastructure,The green pedestrian lights do not keep green for enough time for a pedestrian to cross the road.,Hazard,51.81604078101958,-8.38879847802113,2024-02-27T18:00,No injuries,Infrastructure
rec4lhl1K99FmKMT1,2024-01-31T08:55:48.000Z,Other,Infrastructure,Child on a bike was crossing with a green pedestrian light pedestrian light changed and a car with a green filter light nearly hit kid,Near Miss,53.28213697567571,-9.048135904183141,2024-01-31T08:15,No injuries,Infrastructure
rec4t6w0ky4jCNn73,2024-03-03T12:41:42.000Z,Victim,Infrastructure,The bike lane that diverts you from the roundabout abruptly joins up with main road where cars are exiting the roundabout at speed,Hazard,53.39795501560005,-6.186516222079234,2024-03-01T16:40,No injuries,Infrastructure
rec4loom2pujYPlno,2024-02-29T14:33:19.000Z,Victim,Driver Behaviour (Car),A truck was doing a left turn without checking for cyclists.,Near Miss,53.375371341796466,-6.407070518644957,2019-02-28T14:22,No injuries,Infrastructure
rec4pdkEHUcAhAuFO,2024-07-08T17:14:52.000Z,Witness,Driver Behaviour (E-Scooter or Similar),Two speeding motorcyclists carried out a series of overtaking manouevres on the Lr. Glenageary Road approaching the crest of the hill. ,Near Miss,53.2812983549116,-6.134998169069888,2024-07-06T18:07,No injuries,Infrastructure
rec4wRvr84beHQGnT,2024-02-29T11:14:47.000Z,RatherNotAnswer,Cyclist Behaviour,Cars bike and pedestrians all guilty of constantly breaking lights at this junction. ,Hazard,53.33205381297125,-6.293436960744543,2024-02-29,No injuries,Driver Behaviour (Car)
rec4xAAqj4dz1sNfW,2024-06-01T11:40:09.000Z,Victim,Driver Behaviour (Car),Car overtook me on right-hand side when I was about to turn right up Whites Road. ,Near Miss,53.366064677274636,-6.342251161645663,2023-10-11T09:20,No injuries,Infrastructure
rec4xHhkKBNv2I59p,2025-02-25T21:12:07.000Z,Victim,Infrastructure,Many near misses crossing with children at this junction. You have to hold children tight. The footpath is extremely narrow. ,Near Miss,53.27239466694439,-9.062620232530094,2025-02-25,No injuries,Infrastructure
rec4xNh55dMPp7GIv,2024-10-04T18:28:24.000Z,Victim,Infrastructure,Impossible to cross road as a cyclist or pedestrian. Should be a signalled controlled junction,Near Miss,53.26084402026035,-9.10836620997361,2024-10-04,No injuries,Infrastructure
rec54IqPP8ZeTykZ9,2024-10-18T18:49:28.000Z,Witness,Driver Behaviour (Car),Parent collecting child from nearby Primary school parked blocking cycle lane outside school.,Hazard,53.275590309341624,-6.137728935362958,2024-10-18T13:25,No injuries,Infrastructure
rec50jR0cMxCBxFCS,2024-03-13T04:54:01.000Z,Victim,Infrastructure,Intersection is hostile to pedestrians and active travel. Road is extremely wide and traffic is fast. Parking and curve obstruct view of traffic,Hazard,53.404939350870535,-6.283942406897836,2024-03-13,No injuries,Infrastructure
rec5C5Gpne7FaRfBA,2025-09-04T20:55:46.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Cyclist in hard shoulder. Driver aggressive,Collision,53.21336325455951,-8.685522570088665,2022-04-30T13:10,Serious injuries,Infrastructure
rec5AhY8PVkzSWnkB,2024-02-29T12:26:20.000Z,Other,Driver Behaviour (Bus),Cyclist Fatality- Mary White,Collision,53.33160129551442,-6.24602347798168,2017-11-17T21:40,Fatality,Infrastructure
